UM_NAMEF;UM_NAMES;UM_CODE;UM_TRANS;UM_TYPE;UM_TM;UM_TE;UM_KLADR;global_id
Полное наименование;Сокращённое наименование;Код;Транслитерация;Код вида;Код ОМК ТМ;Код ОМК ТЕ;Код КЛАДР;global_id
Астраханский переулок;Астраханский пер.;840;Astraxanskij pereulok;2;;"0104;0105";7,70000000000623E+016;58485257
улица Атарбекова;ул. Атарбекова;850;ulicza Atarbekova;1;;415;7,70000000000776E+016;58485258
Малый Афанасьевский переулок;М. Афанасьевский пер.;860;Maly'j Afanas`evskij pereulok;2;;101;7,70000000000777E+016;58485259
Ащеулов переулок;Ащеулов пер.;870;Ashheulov pereulok;2;;104;7,70000000000624E+016;58485260
Аэродромная улица;Аэродромная ул.;880;Ae'rodromnaya ulicza;1;;908;7,70000000000778E+016;58485261
проезд Аэропорта;пр. Аэропорта;890;proezd Ae'roporta;3;;217;7,70000000007133E+016;58485262
1-я Аэропортовская улица;1-я Аэропортовская ул.;900;Pervaya Ae'roportovskaya ulicza;1;;201;7,70000000000779E+016;58485263
Аэрофлотская улица;Аэрофлотская ул.;910;Ae'roflotskaya ulicza;1;;1112;7,7000000000078E+016;58485264
площадь Маршала Бабаджаняна;пл. Маршала Бабаджаняна;915;ploshhad` Marshala Babadzhanyana;4;;906;7,70000000003523E+016;58485265
Бабаевская улица;Бабаевская ул.;920;Babaevskaya ulicza;1;;418;7,70000000000781E+016;58485266
улица Ивана Бабушкина;ул. Ивана Бабушкина;930;ulicza Ivana Babushkina;1;;701;7,70000000001362E+016;58485267
улица Лётчика Бабушкина;ул. Лётчика Бабушкина;940;ulicza Lyotchika Babushkina;1;;"0303;0307;0313";7,70000000000782E+016;58485268
1-й Бабьегородский переулок;1-й Бабьегородский пер.;950;Pervy'j Bab`egorodskij pereulok;2;;110;7,70000000000784E+016;58485269
2-й Бабьегородский переулок;2-й Бабьегородский пер.;960;Vtoroj Bab`egorodskij pereulok;2;;110;7,70000000000785E+016;58485270
улица Маршала Баграмяна;ул. Маршала Баграмяна;965;ulicza Marshala Bagramyana;1;;508;7,70000000007247E+016;58485271
Багратионовский проезд;Багратионовский пр.;970;Bagrationovskij proezd;3;;818;7,70000000000786E+016;58485272
улица Багрицкого;ул. Багрицкого;980;ulicza Bagriczkogo;1;;809;7,70000000000787E+016;58485273
улица Баженова;ул. Баженова;990;ulicza Bazhenova;1;;616;7,70000000000788E+016;58485274
улица Бажова;ул. Бажова;1000;ulicza Bazhova;1;;312;7,70000000000789E+016;58485275
Базовая улица;Базовая ул.;1010;Bazovaya ulicza;1;;1112;7,7000000000079E+016;58485276
Базовская улица;Базовская ул.;1020;Bazovskaya ulicza;1;;209;7,70000000000344E+016;58485277
улица Байдукова;ул. Байдукова;1030;ulicza Bajdukova;1;;306;7,70000000000791E+016;58485278
Байкальская улица;Байкальская ул.;1040;Bajkal`skaya ulicza;1;;406;7,70000000000792E+016;58485279
Байкальский переулок;Байкальский пер.;1045;Bajkal`skij pereulok;2;;406;7,70000000007611E+016;58485280
Бакинская улица;Бакинская ул.;1050;Bakinskaya ulicza;1;;618;7,70000000000467E+016;58485281
улица Академика Бакулева;ул. Академика Бакулева;1055;ulicza Akademika Bakuleva;1;;709;7,70000000000793E+016;58485282
Бакунинская улица;Бакунинская ул.;1060;Bakuninskaya ulicza;1;;102;7,70000000000794E+016;58485283
Балакиревский переулок;Балакиревский пер.;1070;Balakirevskij pereulok;2;;102;7,70000000000795E+016;58485284
Балаклавский проспект;Балаклавский просп.;1080;Balaklavskij prospekt;10;;"0615;0619;0703";7,70000000000796E+016;58485285
Большой Балканский переулок;Б. Балканский пер.;1100;Bol`shoj Balkanskij pereulok;2;;104;7,70000000000626E+016;58485286
Балтийская улица;Балтийская ул.;1120;Baltijskaya ulicza;1;;"0201;0214";7,70000000000797E+016;58485287
1-й Балтийский переулок;1-й Балтийский пер.;1130;Pervy'j Baltijskij pereulok;2;;201;7,70000000000798E+016;58485288
2-й Балтийский переулок;2-й Балтийский пер.;1140;Vtoroj Baltijskij pereulok;2;;201;7,70000000000799E+016;58485289
3-й Балтийский переулок;3-й Балтийский пер.;1150;Tretij Baltijskij pereulok;2;;201;7,700000000008E+016;58485290
улица Балчуг;ул. Балчуг;1160;ulicza Balchug;1;;"0103;0110";7,70000000000801E+016;58485291
Банковский переулок;Банковский пер.;1170;Bankovskij pereulok;2;;102;7,70000000000802E+016;58485292
Банный переулок;Банный пер.;1180;Banny'j pereulok;2;;105;7,70000000000803E+016;58485293
Банный проезд;Банный пр.;1200;Banny'j proezd;3;;105;7,70000000000804E+016;58485294
Барабанный переулок;Барабанный пер.;1210;Barabanny'j pereulok;2;;417;7,70000000000805E+016;58485295
Барашёвский переулок;Барашёвский пер.;1220;Barashyovskij pereulok;2;;102;7,70000000000806E+016;58485296
улица Барболина;ул. Барболина;1230;ulicza Barbolina;1;;418;7,70000000000807E+016;58485297
Барвихинская улица;Барвихинская ул.;1240;Barvixinskaya ulicza;1;;809;7,70000000000808E+016;58485298
улица Бардина;ул. Бардина;1250;ulicza Bardina;1;;702;7,70000000000809E+016;58485299
улица Барклая;ул. Барклая;1260;ulicza Barklaya;1;;"0805;0818";7,7000000000081E+016;58485300
Баррикадная улица;Баррикадная ул.;1270;Barrikadnaya ulicza;1;;106;7,70000000000811E+016;58485301
Бартеневская улица;Бартеневская ул.;1280;Bartenevskaya ulicza;1;;711;7,70000000005005E+016;58485302
Барыковский переулок;Барыковский пер.;1290;Bary'kovskij pereulok;2;;109;7,70000000000812E+016;58485303
улица Барышиха;ул. Барышиха;1291;ulicza Bary'shixa;1;;902;7,70000000003524E+016;58485304
Новая Басманная улица;Н. Басманная ул.;1300;Novaya Basmannaya ulicza;1;;"0102;0104";7,70000000000627E+016;58485305
Басманный переулок;Басманный пер.;1310;Basmanny'j pereulok;2;;104;7,70000000000628E+016;58485306
1-й Басманный переулок;1-й Басманный пер.;1320;Pervy'j Basmanny'j pereulok;2;;"0102;0104";7,70000000000629E+016;58485307
Басманный тупик;Басманный туп.;1330;Basmanny'j tupik;7;;102;7,70000000000814E+016;58485308
Басовская улица;Басовская ул.;1340;Basovskaya ulicza;1;;510;7,70000000000036E+016;58485309
Батайская улица;Батайская ул.;1350;Batajskaya ulicza;1;;511;7,70000000000815E+016;58485310
Батайский проезд;Батайский пр.;1355;Batajskij proezd;3;;509;7,70000000000159E+016;58485311
Батюнинская улица;Батюнинская ул.;1370;Batyuninskaya ulicza;1;;511;7,7000000000016E+016;58485312
Батюнинский проезд;Батюнинский пр.;1380;Batyuninskij proezd;3;;511;7,70000000003432E+016;58485313
Елоховская площадь;Елоховская пл.;1390;Eloxovskaya ploshhad`;4;;102;7,70000000007009E+016;58485314
Бауманская улица;Бауманская ул.;1400;Baumanskaya ulicza;1;;102;7,70000000000817E+016;58485315
2-я Бауманская улица;2-я Бауманская ул.;1410;Vtoraya Baumanskaya ulicza;1;;102;7,70000000000816E+016;58485316
улица Бахрушина;ул. Бахрушина;1420;ulicza Baxrushina;1;;103;7,70000000000818E+016;58485317
улица Новая Башиловка;ул. Н. Башиловка;1430;ulicza Novaya Bashilovka;1;;"0201;0202";7,70000000000819E+016;58485318
Башиловская улица;Башиловская ул.;1440;Bashilovskaya ulicza;1;;213;7,7000000000082E+016;58485319
1-я улица Бебеля;1-я ул. Бебеля;1450;Pervaya ulicza Bebelya;1;;213;7,70000000000821E+016;58485320
2-я улица Бебеля;2-я ул. Бебеля;1460;Vtoraya ulicza Bebelya;1;;213;7,70000000000822E+016;58485321
3-я улица Бебеля;3-я ул. Бебеля;1470;Tret`ya ulicza Bebelya;1;;213;7,70000000000823E+016;58485322
улица Бегичева;ул. Бегичева;1480;ulicza Begicheva;1;;302;7,70000000000824E+016;58485323
Беговая аллея;Беговая аллея;1490;Begovaya alleya;9;;202;7,70000000000825E+016;58485324
Беговая улица;Беговая ул.;1500;Begovaya ulicza;1;;"0202;0217";7,70000000000826E+016;58485325
Беговой проезд;Беговой пр.;1510;Begovoj proezd;3;;202;7,70000000000827E+016;58485326
улица Демьяна Бедного;ул. Демьяна Бедного;1520;ulicza Dem`yana Bednogo;1;;906;7,70000000003248E+016;58485327
Протопоповский переулок;Протопоповский пер.;1530;Protopopovskij pereulok;2;;"0104;0105";7,7000000000701E+016;58485328
Безымянный проезд;Безымянный пр.;1540;Bezy'myanny'j proezd;3;;110;7,7000000000412E+016;58485329
Беленовский проезд;Беленовский пр.;1560;Belenovskij proezd;3;;107;7,70000000000828E+016;58485330
Белгородский проезд;Белгородский пр.;1570;Belgorodskij proezd;3;;102;7,7000000000394E+016;58485331
улица Генерала Белобородова;ул. Генерала Белобородова;1575;ulicza Generala Beloborodova;1;;902;7,7000000000415E+016;58485332
Никитский переулок;Никитский пер.;1580;Nikitskij pereulok;2;;108;7,70000000007135E+016;58485333
улица Генерала Белова;ул. Генерала Белова;1585;ulicza Generala Belova;1;;"0616;0617";7,70000000000468E+016;58485334
Беловежская улица;Беловежская ул.;1590;Belovezhskaya ulicza;1;;809;7,7000000000083E+016;58485335
1-я Белогорская улица;1-я Белогорская ул.;1593;Pervaya Belogorskaya ulicza;1;;711;7,70000000000831E+016;58485336
2-я Белогорская улица;2-я Белогорская ул.;1594;Vtoraya Belogorskaya ulicza;1;;711;7,70000000000832E+016;58485337
Белозерская улица;Белозерская ул.;1600;Belozerskaya ulicza;1;;304;7,70000000000833E+016;58485338
1-й Белокаменный проезд;1-й Белокаменный пр.;1610;Pervy'j Belokamenny'j proezd;3;;403;7,70000000000835E+016;58485339
2-й Белокаменный проезд;2-й Белокаменный пр.;1620;Vtoroj Belokamenny'j proezd;3;;403;7,70000000003251E+016;58485340
Белокаменное шоссе;Белокаменное ш.;1630;Belokamennoe shosse;6;;403;7,70000000000834E+016;58485341
Беломорская улица;Беломорская ул.;1640;Belomorskaya ulicza;1;;"0211;0216";7,70000000000836E+016;58485342
Белореченская улица;Белореченская ул.;1650;Belorechenskaya ulicza;1;;"0508;0509";7,70000000000161E+016;58485343
улица Белякова;ул. Белякова;1662;ulicza Belyakova;1;;306;7,7000000000084E+016;58485344
площадь Тверская Застава;пл. Тверская Застава;1665;ploshhad` Tverskaya Zastava;4;;108;7,70000000007113E+016;58485345
Береговая улица;Береговая ул.;1668;Beregovaya ulicza;1;;903;7,70000000000841E+016;58485346
Береговой проезд;Береговой пр.;1700;Beregovoj proezd;3;;818;7,70000000000842E+016;58485347
Бережковская набережная;Бережковская наб.;1710;Berezhkovskaya naberezhnaya;5;;805;7,70000000000843E+016;58485348
Берёзовая аллея;Берёзовая аллея;1720;Beryozovaya alleya;9;;"0310;0311";7,70000000000844E+016;58485349
Берёзовая аллея;Берёзовая аллея;1730;Beryozovaya alleya;9;;1009;7,70000020000845E+016;58485350
проезд Берёзовой Рощи;пр. Берёзовой Рощи;1740;proezd Beryozovoj Roshhi;3;;217;7,70000000004121E+016;58485351
Новый Берингов проезд;Н. Берингов пр.;1750;Novy'j Beringov proezd;3;;"0303;0313";7,70000000003525E+016;58485352
улица Берзарина;ул. Берзарина;1760;ulicza Berzarina;1;;"0906;0907";7,70000000000847E+016;58485353
Берингов проезд;Берингов пр.;1770;Beringov proezd;3;;313;7,70000000000848E+016;58485354
Берников переулок;Берников пер.;1780;Bernikov pereulok;2;;107;7,70000000000849E+016;58485355
Берниковская набережная;Берниковская наб.;1790;Bernikovskaya naberezhnaya;5;;107;7,7000000000085E+016;58485356
Берсеневская набережная;Берсеневская наб.;1800;Bersenevskaya naberezhnaya;5;;110;7,70000000000851E+016;58485357
Бесединское шоссе;Бесединское ш.;1810;Besedinskoe shosse;6;;"0608;0611";7,70000000007334E+016;58485358
Бескудниковский бульвар;Бескудниковский бульв.;1830;Beskudnikovskij bul`var;8;;"0203;0206;0208";7,70000000000852E+016;58485359
Бескудниковский переулок;Бескудниковский пер.;1840;Beskudnikovskij pereulok;2;;203;7,70000000000853E+016;58485360
Бескудниковский проезд;Бескудниковский пр.;1841;Beskudnikovskij proezd;3;;203;7,70000000004119E+016;58485361
улица Бестужевых;ул. Бестужевых;1846;ulicza Bestuzhevy'x;1;;311;7,70000000000854E+016;58485362
улица Бехтерева;ул. Бехтерева;1850;ulicza Bextereva;1;;618;7,70000000000469E+016;58485363
Бибиревская улица;Бибиревская ул.;1861;Bibirevskaya ulicza;1;;"0302;0304";7,70000000000855E+016;58485364
Библиотечная улица;Библиотечная ул.;1870;Bibliotechnaya ulicza;1;;107;7,70000000000856E+016;58485365
Библиотечный проезд;Библиотечный пр.;1872;Bibliotechny'j proezd;3;;209;7,70000000003526E+016;58485366
улица Маршала Бирюзова;ул. Маршала Бирюзова;1880;ulicza Marshala Biryuzova;1;;907;7,70000000000858E+016;58485367
Бирюлёвская улица;Бирюлёвская ул.;1900;Biryulyovskaya ulicza;1;;606;7,7000000000047E+016;58485368
улица Бирюсинка;ул. Бирюсинка;1910;ulicza Biryusinka;1;;406;7,70000000000859E+016;58485369
Благовещенский переулок;Благовещенский пер.;1950;Blagoveshhenskij pereulok;2;;"0106;0108";7,7000000000086E+016;58485370
улица Благуша;ул. Благуша;1960;ulicza Blagusha;1;;417;7,70000000003527E+016;58485371
Бобров переулок;Бобров пер.;1970;Bobrov pereulok;2;;104;7,7000000000063E+016;58485372
Бобруйская улица;Бобруйская ул.;1980;Bobrujskaya ulicza;1;;807;7,70000000000861E+016;58485373
3-я Богатырская улица;3-я Богатырская ул.;2010;Tret`ya Bogaty'rskaya ulicza;1;;403;7,70000000000864E+016;58485374
